日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260131.0,9227.0,マイクロ波化学,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9229.0,サンウェルズ,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9233.0,アジア航測,スタンダード（内国株式）,5150.0,空運業,12.0,運輸・物流,-,-
20260131.0,9235.0,売れるネット広告社グループ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9236.0,ジャパンＭ＆Ａソリューション,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9237.0,笑美面,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9238.0,バリュークリエーション,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9239.0,ケーイーティ,PRO Market,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9240.0,デリバリーコンサルティング,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9241.0,フューチャーリンクネットワーク,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9242.0,メディア総研,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9243.0,富士テクノホールディングス,PRO Market,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9244.0,デジタリフト,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9245.0,リベロ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9246.0,プロジェクトホールディングス,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9247.0,ＴＲＥホールディングス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9248.0,人・夢・技術グループ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9249.0,日本エコシステム,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9250.0,ＧＲＣＳ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9251.0,ＡＢ＆Ｃｏｍｐａｎｙ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9252.0,ラストワンマイル,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9253.0,スローガン,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9254.0,ラバブルマーケティンググループ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9256.0,サクシード,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9257.0,ＹＣＰホールディングス（グローバル）リミテッド　ＪＤＲ,グロース（外国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9258.0,ＣＳ－Ｃ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9259.0,タカヨシホールディングス,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9262.0,シルバーライフ,スタンダード（内国株式）,6100.0,小売業,14.0,小売,7.0,TOPIX Small 2
20260131.0,9264.0,ポエック,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,9265.0,ヤマシタヘルスケアホールディングス,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,9267.0,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,プライム（内国株式）,6100.0,小売業,14.0,小売,6.0,TOPIX Small 1
20260131.0,9268.0,オプティマスグループ,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,9270.0,バリュエンスホールディングス,グロース（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,9271.0,和心,グロース（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,9272.0,ブティックス,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9273.0,コーア商事ホールディングス,プライム（内国株式）,6050.0,卸売業,13.0,商社・卸売,7.0,TOPIX Small 2
20260131.0,9274.0,ＫＰＰグループホールディングス,プライム（内国株式）,6050.0,卸売業,13.0,商社・卸売,6.0,TOPIX Small 1
20260131.0,9278.0,ブックオフグループホールディングス,プライム（内国株式）,6100.0,小売業,14.0,小売,7.0,TOPIX Small 2
20260131.0,9279.0,ギフトホールディングス,プライム（内国株式）,6100.0,小売業,14.0,小売,7.0,TOPIX Small 2
20260131.0,9282.0,いちごグリーンインフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,9284.0,カナディアン・ソーラー・インフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,9285.0,東京インフラ・エネルギー投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,9286.0,エネクス・インフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,9287.0,ジャパン・インフラファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,9301.0,三菱倉庫,プライム（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,4.0,TOPIX Mid400
20260131.0,9302.0,三井倉庫ホールディングス,プライム（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,4.0,TOPIX Mid400
20260131.0,9303.0,住友倉庫,プライム（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,6.0,TOPIX Small 1
20260131.0,9304.0,澁澤倉庫,プライム（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,7.0,TOPIX Small 2
20260131.0,9305.0,ヤマタネ,プライム（内国株式）,6050.0,卸売業,13.0,商社・卸売,7.0,TOPIX Small 2
20260131.0,9306.0,東陽倉庫,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9307.0,杉村倉庫,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9308.0,乾汽船,スタンダード（内国株式）,5100.0,海運業,12.0,運輸・物流,7.0,TOPIX Small 2
20260131.0,9310.0,日本トランスシティ,プライム（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,7.0,TOPIX Small 2
20260131.0,9311.0,アサガミ,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9312.0,ケイヒン,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9313.0,丸八倉庫,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9319.0,中央倉庫,プライム（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,7.0,TOPIX Small 2
20260131.0,9322.0,川西倉庫,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9324.0,安田倉庫,プライム（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,7.0,TOPIX Small 2
20260131.0,9325.0,ファイズホールディングス,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9326.0,関通,グロース（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9327.0,イー・ロジット,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9330.0,揚羽,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9331.0,キャスター,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9332.0,ＮＩＳＳＯホールディングス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9334.0,アイビスホールディングス,PRO Market,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9335.0,テクノクリエイティブ,PRO Market,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9336.0,大栄環境,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9337.0,トリドリ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9338.0,ＩＮＦＯＲＩＣＨ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9339.0,コーチ・エィ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9340.0,アソインターナショナル,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9341.0,ＧＥＮＯＶＡ,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9342.0,スマサポ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9343.0,アイビス,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9344.0,アクシスコンサルティング,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9345.0,ビズメイツ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9346.0,ココルポート,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9347.0,日本管財ホールディングス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9348.0,ｉｓｐａｃｅ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9351.0,東洋埠頭,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9353.0,櫻島埠頭,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9355.0,リンコーコーポレーション,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9360.0,鈴与シンワート,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9361.0,伏木海陸運送,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9362.0,兵機海運,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9363.0,大運,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9364.0,上組,プライム（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,4.0,TOPIX Mid400
20260131.0,9365.0,トレーディア,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9366.0,サンリツ,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9367.0,大東港運,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9368.0,キムラユニティー,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9369.0,キユーソー流通システム,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,7.0,TOPIX Small 2
20260131.0,9376.0,ユーラシア旅行社,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9380.0,東海運,スタンダード（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,-,-
20260131.0,9381.0,エーアイテイー,プライム（内国株式）,5200.0,倉庫・運輸関連業,12.0,運輸・物流,7.0,TOPIX Small 2
20260131.0,9385.0,ショーエイコーポレーション,スタンダード（内国株式）,3200.0,化学,4.0,素材・化学,-,-
20260131.0,9399.0,ビート・ホールディングス・リミテッド,スタンダード（外国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9401.0,ＴＢＳホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,9404.0,日本テレビホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,9405.0,朝日放送グループホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9408.0,ＢＳＮメディアホールディングス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9409.0,テレビ朝日ホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9412.0,スカパーＪＳＡＴホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9413.0,テレビ東京ホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9414.0,日本ＢＳ放送,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9416.0,ビジョン,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9417.0,スマートバリュー,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9418.0,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9419.0,ワイヤレスゲート,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9421.0,エヌジェイホールディングス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9423.0,フォーバル・リアルストレート,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9424.0,日本通信,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9425.0,ＲｅＹｕｕ　Ｊａｐａｎ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9428.0,クロップス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9432.0,ＮＴＴ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,1.0,TOPIX Core30
20260131.0,9433.0,ＫＤＤＩ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,1.0,TOPIX Core30
20260131.0,9434.0,ソフトバンク,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,1.0,TOPIX Core30
20260131.0,94345.0,ソフトバンク第１回社債型種類株式,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,94346.0,ソフトバンク第２回社債型種類株式,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9435.0,光通信,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,9436.0,沖縄セルラー電話,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9438.0,エムティーアイ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9439.0,エム・エイチ・グループ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9441.0,ベルパーク,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9444.0,トーシンホールディングス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9445.0,フォーバルテレコム,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9446.0,サカイホールディングス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9449.0,ＧＭＯインターネットグループ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,9450.0,ファイバーゲート,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9466.0,アイドママーケティングコミュニケーション,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9467.0,アルファポリス,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9468.0,ＫＡＤＯＫＡＷＡ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,9470.0,学研ホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9474.0,ゼンリン,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9475.0,昭文社ホールディングス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9476.0,中央経済社ホールディングス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9478.0,ＳＥホールディングス・アンド・インキュベーションズ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9501.0,東京電力ホールディングス,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,4.0,TOPIX Mid400
20260131.0,9502.0,中部電力,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,4.0,TOPIX Mid400
20260131.0,9503.0,関西電力,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,4.0,TOPIX Mid400
20260131.0,9504.0,中国電力,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,4.0,TOPIX Mid400
20260131.0,9505.0,北陸電力,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,4.0,TOPIX Mid400
20260131.0,9506.0,東北電力,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,4.0,TOPIX Mid400
20260131.0,9507.0,四国電力,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,4.0,TOPIX Mid400
20260131.0,9508.0,九州電力,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,4.0,TOPIX Mid400
20260131.0,9509.0,北海道電力,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,4.0,TOPIX Mid400
20260131.0,9511.0,沖縄電力,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,6.0,TOPIX Small 1
20260131.0,9513.0,電源開発,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,4.0,TOPIX Mid400
20260131.0,9514.0,エフオン,スタンダード（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,7.0,TOPIX Small 2
20260131.0,9517.0,イーレックス,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,7.0,TOPIX Small 2
20260131.0,9519.0,レノバ,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,6.0,TOPIX Small 1
20260131.0,9531.0,東京瓦斯,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,4.0,TOPIX Mid400
20260131.0,9532.0,大阪瓦斯,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,4.0,TOPIX Mid400
20260131.0,9533.0,東邦瓦斯,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,4.0,TOPIX Mid400
20260131.0,9534.0,北海道瓦斯,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,7.0,TOPIX Small 2
20260131.0,9535.0,広島ガス,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,7.0,TOPIX Small 2
20260131.0,9536.0,西部ガスホールディングス,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,7.0,TOPIX Small 2
20260131.0,9537.0,北陸瓦斯,スタンダード（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,-,-
20260131.0,9539.0,京葉瓦斯,スタンダード（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,-,-
20260131.0,9543.0,静岡ガス,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,6.0,TOPIX Small 1
20260131.0,9551.0,メタウォーター,プライム（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,6.0,TOPIX Small 1
20260131.0,9552.0,クオンツ総研ホールディングス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9553.0,マイクロアド,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9554.0,ＡＶｉＣ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9556.0,ＩＮＴＬＯＯＰ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9557.0,エアークローゼット,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9558.0,ジャパニアス,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9560.0,プログリット,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9561.0,グラッドキューブ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9562.0,ビジネスコーチ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9563.0,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9564.0,ＦＣＥ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9565.0,ＧＬＯＥ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9600.0,アイネット,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9601.0,松竹,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9602.0,東宝,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,9603.0,エイチ・アイ・エス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9605.0,東映,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9610.0,ウィルソン・ラーニング　ワールドワイド,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9612.0,ラックランド,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9616.0,共立メンテナンス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,9619.0,イチネンホールディングス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9621.0,建設技術研究所,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9622.0,スペース,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9625.0,セレスポ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9627.0,アインホールディングス,プライム（内国株式）,6100.0,小売業,14.0,小売,4.0,TOPIX Mid400
20260131.0,9628.0,燦ホールディングス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9629.0,ピー・シー・エー,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9632.0,スバル興業,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9633.0,東京テアトル,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,9635.0,武蔵野興業,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9636.0,きんえい,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9639.0,三協フロンテア,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9640.0,セゾンテクノロジー,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9644.0,タナベコンサルティンググループ,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9647.0,協和コンサルタンツ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9651.0,日本プロセス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9656.0,グリーンランドリゾート,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9658.0,ビジネスブレイン太田昭和,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9661.0,歌舞伎座,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9663.0,ナガワ,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,9672.0,東京都競馬,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9678.0,カナモト,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9679.0,ホウライ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9682.0,ＤＴＳ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9684.0,スクウェア・エニックス・ホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,9685.0,ＫＹＣＯＭホールディングス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9686.0,東洋テック,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,9687.0,ＫＳＫ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9691.0,両毛システムズ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,9692.0,シーイーシー,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,9697.0,カプコン,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
